Time,Setpoint,Current,Error,Output
0.0,50.0,48.722074525758615,1.2779254742413855,1.326647548767144
0.10101010101010101,50.0,52.2060224794498,-2.2060224794498,-2.1050943824445913
0.20202020202020202,50.0,49.920611527530085,0.07938847246991543,0.23023718100265395
0.30303030303030304,50.0,51.05701360712211,-1.0570136071221086,-0.855107884982248
0.40404040404040403,50.0,52.39158566279363,-2.3915856627936307,-2.1372883549909765
0.5050505050505051,50.0,53.060111152146476,-3.060111152146476,-2.752753733191675
0.6060606060606061,50.0,50.54078518389186,-0.5407851838918631,-0.18288697975317053
0.7070707070707071,50.0,53.98628858753822,-3.986288587538219,-3.574404094811988
0.8080808080808081,50.0,54.009144909231374,-4.009144909231374,-3.5432512715959117
0.9090909090909091,50.0,52.68699523985463,-2.6869952398546317,-2.168414606979315
1.0101010101010102,50.0,53.86876888726093,-3.868768887260927,-3.2963194854983495
1.1111111111111112,50.0,53.75237180912116,-3.7523718091211578,-3.1261700355494586
1.2121212121212122,50.0,56.039949273383336,-6.0399492733833355,-5.357707550538253
1.3131313131313131,50.0,53.788178736757956,-3.7881787367579562,-3.052148835176116
1.4141414141414141,50.0,54.51343020862417,-4.513430208624172,-3.7228868768337073
1.5151515151515151,50.0,54.5084841237239,-4.508484123723903,-3.663432307809715
1.6161616161616161,50.0,54.160234529407674,-4.160234529407674,-3.2610224789640783
1.7171717171717171,50.0,56.26049130464678,-6.260491304646777,-5.305018762898534
1.8181818181818181,50.0,54.941263143890716,-4.9412631438907155,-3.9308493389985824
1.9191919191919191,50.0,56.44780734247669,-6.447807342476693,-5.380945730242083
2.0202020202020203,50.0,53.12246313567338,-3.122463135673378,-2.0024790603030946
2.121212121212121,50.0,53.63701108890263,-3.637011088902632,-2.463390002443446
2.2222222222222223,50.0,52.44935392258557,-2.4493539225855727,-1.2232834822038012
2.323232323232323,50.0,53.62879062159927,-3.628790621599272,-2.349091390595901
2.4242424242424243,50.0,53.55087286966212,-3.550872869662122,-2.2176227657890886
