Time,Setpoint,Current,Error,Output
0.0,50.0,49.27976062370759,0.7202393762924117,0.7695191369161194
0.10101010101010101,50.0,50.147579875672605,-0.147579875672605,-0.048152535173224806
0.20202020202020202,50.0,52.04629083443581,-2.0462908344358084,-1.8948172031019923
0.30303030303030304,50.0,51.42321191464412,-1.4232119146441207,-1.2203150713956605
0.40404040404040403,50.0,52.13813644708553,-2.138136447085529,-1.883101467389983
0.5050505050505051,50.0,52.272562186783105,-2.272562186783105,-1.9652546449007764
0.6060606060606061,50.0,52.94913222814897,-2.9491322281489687,-2.588875554038491
0.7070707070707071,50.0,53.8227503494415,-3.822750349441499,-3.4086709249815796
0.8080808080808081,50.0,55.30427051507044,-5.304270515070442,-4.834886820095452
0.9090909090909091,50.0,52.99794691411424,-2.9979469141142374,-2.4755652722251336
1.0101010101010102,50.0,52.33902784727026,-2.339027847270259,-1.764307177533885
1.1111111111111112,50.0,55.98954406821471,-5.9895440682147125,-5.358833854410124
1.2121212121212122,50.0,53.99190508023678,-3.9919050802367835,-3.307202961351958
1.3131313131313131,50.0,53.223976334311544,-3.223976334311544,-2.486050239092407
1.4141414141414141,50.0,55.9833200163737,-5.983320016373703,-5.189410601138192
1.5151515151515151,50.0,53.46820027366971,-3.4682002736697086,-2.6208226581605283
1.6161616161616161,50.0,53.48502486436598,-3.4850248643659825,-2.584162223992436
1.7171717171717171,50.0,55.200529729749405,-5.200529729749405,-4.244466559646109
1.8181818181818181,50.0,55.05437912118511,-5.054379121185107,-4.043261571960626
1.9191919191919191,50.0,55.45746914152272,-5.457469141522722,-4.390894123156718
2.0202020202020203,50.0,53.80678767529299,-3.8067876752929877,-2.686405869251691
2.121212121212121,50.0,54.00637362631679,-4.006373626316787,-2.831985446649173
2.2222222222222223,50.0,52.96730018045888,-2.967300180458878,-1.7399447006108055
2.323232323232323,50.0,52.57432973677772,-2.5743297367777203,-1.2943999271928701
2.4242424242424243,50.0,52.15234580747181,-2.1523458074718107,-0.8202636520794886
2.525252525252525,50.0,51.525403061249804,-1.5254030612498042,-0.14179550279623232
2.6262626262626263,50.0,51.2282483758275,-1.2282483758274978,0.20658743100190158
2.727272727272727,50.0,52.819517072632706,-2.8195170726327063,-1.3318617487306743
2.8282828282828283,50.0,51.08644144697576,-1.086441446975762,0.4523003183732459
2.929292929292929,50.0,51.036860025174235,-1.036860025174235,0.5529186001999471
3.0303030303030303,50.0,51.369899935814225,-1.3698999358142245,0.2712485894957717
3.131313131313131,50.0,50.208940336617786,-0.20894033661778622,1.482417129028828
3.2323232323232323,50.0,48.50929755242998,1.4907024475700226,3.2305692107690667
3.3333333333333335,50.0,49.924874697678554,0.07512530232144599,1.8649169402181687
3.4343434343434343,50.0,48.71849697023779,1.281503029762213,3.1200131646291736
3.5353535353535355,50.0,46.25817572240122,3.7418242775987807,5.626592588188142
3.6363636363636362,50.0,48.840582089438016,1.1594179105619844,3.093026803240784
3.7373737373737375,50.0,47.17317404612296,2.826825953877041,4.807608020601963
3.8383838383838382,50.0,47.3060137725474,2.693986227452598,4.722074307950068
3.9393939393939394,50.0,46.44538356024706,3.554616439752941,5.629149903810658
4.040404040404041,50.0,46.34413508595945,3.6558649140405493,5.776742513184225
4.141414141414141,50.0,45.33168376358191,4.668316236418093,6.834525519325352
4.242424242424242,50.0,43.771289329000034,6.228710670999966,8.438691243236224
4.343434343434343,50.0,45.37668619757945,4.623313802420547,6.878671060854385
4.444444444444445,50.0,43.160809431790284,6.839190568209716,9.137708636075345
4.545454545454545,50.0,45.85868922474474,4.141310775255263,6.485687532345636
4.646464646464646,50.0,47.51023820896219,2.4897617910378074,4.881648786337142
4.747474747474747,50.0,45.11370442410384,4.886295575896163,7.323296275619602
4.848484848484849,50.0,44.841808113875864,5.158191886124136,7.64003439396145
4.94949494949495,50.0,44.32822349642156,5.671776503578442,8.197947234912178
5.05050505050505,50.0,46.925455549320205,3.074544450679795,5.647640637562851
5.151515151515151,50.0,44.383728647871045,5.616271352128955,8.233751267659882
5.252525252525253,50.0,46.46688701329295,3.533112986707053,6.1970597892512735
5.353535353535354,50.0,47.82243921796026,2.177560782039741,4.8893300238019215
5.454545454545454,50.0,49.43886830936644,0.5611316906335588,3.322339800705106
5.555555555555555,50.0,45.91533944702941,4.08466055297059,6.891784002489167
5.656565656565657,50.0,48.12957197498053,1.8704280250194714,4.725681046513029
5.757575757575758,50.0,47.383983950289604,2.616016049710396,5.518653055154243
5.858585858585858,50.0,47.781102724727035,2.2188972752729654,5.16931538344154
5.959595959595959,50.0,47.48592513437906,2.514074865620941,5.5119788989238945
6.0606060606060606,50.0,49.057280673915436,0.9427193260845641,3.989680640061433
6.161616161616162,50.0,49.34012106693191,0.659878933068093,3.756180368111894
6.262626262626262,50.0,50.490200596594065,-0.49020059659406456,2.6565910390463308
6.363636363636363,50.0,49.32006232702048,0.6799376729795199,3.8760493709469355
6.4646464646464645,50.0,50.81659440404789,-0.8165944040478905,2.430333888323573
6.565656565656566,50.0,51.23919246989623,-1.2391924698962313,2.0589750149451285
6.666666666666667,50.0,52.99313827159402,-2.9931382715940202,0.3580223515189336
6.767676767676767,50.0,52.380653301484415,-2.380653301484415,1.0228879749300233
6.8686868686868685,50.0,52.4365364760627,-2.436536476062699,1.0194413368278021
6.96969696969697,50.0,51.69290742917262,-1.692907429172621,1.8147632911470528
7.070707070707071,50.0,51.83089556231612,-1.8308955623161225,1.7286060535658674
7.171717171717171,50.0,53.338265871922296,-3.338265871922296,0.27457400983161584
7.2727272727272725,50.0,53.11609756700644,-3.1160975670064417,0.5498584123144767
7.373737373737374,50.0,55.25714476932615,-5.257144769326153,-1.5359316452359084
7.474747474747475,50.0,53.25220784725854,-3.252207847258539,0.5222574846789643
7.575757575757575,50.0,53.48668256907414,-3.4866825690741408,0.3412694454324363
7.6767676767676765,50.0,55.84650013827443,-5.846500138274429,-1.9627016236295773
7.777777777777778,50.0,54.45440792883023,-4.4544079288302285,-0.5161550062565468
7.878787878787879,50.0,55.9753395830408,-5.9753395830408,-1.981111320884077
7.979797979797979,50.0,55.03507993876447,-5.0350799387644685,-0.9858165966689816
8.080808080808081,50.0,55.93168548280376,-5.931685482803758,-1.8264904552254668
8.181818181818182,50.0,55.48129579507606,-5.481295795076058,-1.320619471702691
8.282828282828282,50.0,53.57108946780001,-3.5710894678000074,0.6431579450411595
8.383838383838384,50.0,53.23825106667583,-3.2382510666758293,1.0292345972320138
8.484848484848484,50.0,55.04830091785229,-5.048300917852288,-0.725766953026592
8.585858585858587,50.0,54.04069255364334,-4.040692553643339,0.335882103736
8.686868686868687,50.0,54.83803898889733,-4.838038988897331,-0.4066262925290953
8.787878787878787,50.0,53.79100563173621,-3.791005631736212,0.6941980702637593
8.88888888888889,50.0,54.38100097991994,-4.381000979919939,0.1585837230599525
8.98989898989899,50.0,51.15549660100905,-1.1554966010090482,3.4352435985718524
9.09090909090909,50.0,50.58340143793224,-0.5834014379322383,4.0579221630865945
9.191919191919192,50.0,50.35488426713515,-0.354884267135148,4.33679421815082
9.292929292929292,50.0,50.80491115577983,-0.804911155779827,3.937572240661922
9.393939393939394,50.0,50.21760157055335,-0.21760157055334872,4.575099427458953
9.494949494949495,50.0,49.40104221889717,0.5989577811028326,5.441059821334033
9.595959595959595,50.0,48.122045054502,1.8779549454979971,6.768179030783699
9.696969696969697,50.0,48.337742505598214,1.6622574944017856,6.600819322193086
9.797979797979798,50.0,50.09063206501669,-0.09063206501669185,4.898020394839625
9.8989898989899,50.0,48.13479539193259,1.8652046080674083,6.901991863315658
10.0,50.0,46.67504225812877,3.3249577418712306,8.40842003937761
